title,year,certificate,duration,genre,rating,votes
Workin' Moms,(2017–2023),TV-MA,30 min,"Comedy, Drama",7.8,17710
Poldark,(2015–2019),TV-14,60 min,"Drama, Romance",8.3,31763
Penny Dreadful,(2014–2016),TV-MA,60 min,"Drama, Fantasy, Horror",8.2,121814
Medici,(2016–2019),TV-14,60 min,"Biography, Drama, History",7.9,19261
Your Name.,(2016),PG,106 min,"Animation, Drama, Fantasy",8.4,262352
Venom,(2018),PG-13,112 min,"Action, Adventure, Sci-Fi",6.6,478585
Californication,(2007–2014),TV-MA,28 min,"Comedy, Drama",8.3,180641
The Platform,(2019),TV-MA,94 min,"Horror, Sci-Fi, Thriller",7.0,219327
Interceptor,(2022),TV-MA,99 min,"Action, Adventure, Drama",4.5,22251
Shadowhunters,(2016–2019),TV-14,42 min,"Action, Drama, Fantasy",6.5,63040
Tropic Thunder,(2008),R,107 min,"Action, Comedy, War",7.0,413784
Howl's Moving Castle,(2004),PG,119 min,"Animation, Adventure, Family",8.2,390278
Beverly Hills Cop: Axel Foley,0,Unknown,0,"Action, Comedy, Crime",0.0,0
iZombie,(2015–2019),TV-14,42 min,"Comedy, Crime, Drama",7.8,67849
SPY×FAMILY,(2022– ),TV-14,24 min,"Animation, Action, Comedy",8.6,19612
Fighting with My Family,(2019),PG-13,108 min,"Biography, Comedy, Drama",7.1,81142
Captain America: Civil War,(2016),PG-13,147 min,"Action, Adventure, Sci-Fi",7.8,776556
The Ranch,(2016–2020),TV-MA,30 min,"Comedy, Drama, Western",7.5,38824
Will & Grace,(1998–2020),TV-14,22 min,"Comedy, Romance",7.3,55858
I'm Thinking of Ending Things,(2020),R,134 min,"Drama, Thriller",6.6,85315
The Wonder,(2022),R,103 min,"Drama, Mystery, Thriller",7.6,87
The Midnight Club,(2022– ),Unknown,0,"Drama, Horror, Mystery",0.0,0
Black Clover,(2017–2021),TV-PG,24 min,"Animation, Action, Adventure",8.3,22411
Russian Doll,(2019– ),TV-MA,30 min,"Comedy, Drama, Mystery",7.8,94732
Snowpiercer,(2013),R,126 min,"Action, Sci-Fi, Thriller",7.1,359095
Below Deck Mediterranean,(2016– ),TV-14,43 min,Reality-TV,7.5,2757
Lost in Space,(2018–2021),TV-PG,60 min,"Adventure, Drama, Family",7.3,99084
The Forgotten Battle,(2020),TV-MA,124 min,"Drama, War",7.1,28608
HollyBlood,(2022),Unknown,87 min,"Comedy, Fantasy, Horror",4.3,564
A Cinderella Story,(2004),PG,95 min,"Comedy, Family, Romance",5.9,87840
6 Underground,(2019),R,128 min,"Action, Thriller",6.1,174852
Happy Valley,(2014–2022),TV-MA,58 min,"Crime, Drama, Thriller",8.5,39851
The Stranger,(I) (2020),TV-MA,363 min,"Crime, Drama, Mystery",7.3,50086
Public Enemies,(2009),R,140 min,"Action, Biography, Crime",7.0,302797
Sausage Party,(2016),R,89 min,"Animation, Adventure, Comedy",6.1,194159
Revenge,(2011–2015),TV-14,44 min,"Drama, Mystery, Thriller",7.8,119927
The Invitation,(I) (2015),Not Rated,100 min,"Drama, Horror, Mystery",6.6,108509
Paddington 2,(2017),PG,103 min,"Adventure, Comedy, Family",7.8,77861
Shameless,(2004–2013),TV-MA,90 min,"Comedy, Crime, Drama",8.0,16895
The Girl in the Mirror,(2022– ),TV-MA,56 min,"Drama, Horror, Mystery",6.2,1472
Terrifier,(2016),Unrated,82 min,"Horror, Thriller",5.6,19119
The Blues Brothers,(1980),R,133 min,"Action, Adventure, Comedy",7.9,199019
Merlí,(2015–2018),TV-MA,58 min,"Comedy, Drama, Romance",8.6,8555
Polar,(I) (2019),TV-MA,118 min,"Action, Thriller",6.3,89645
The Unforgivable,(2021),R,112 min,"Crime, Drama",7.1,107709
Red Rose,(2022– ),Unknown,45 min,"Drama, Horror, Thriller",6.4,761
King Arthur: Legend of the Sword,(2017),PG-13,126 min,"Action, Adventure, Drama",6.7,216416
The Impossible,(2012),PG-13,114 min,"Adventure, Drama, History",7.5,223356
Vinland Saga,(2019– ),TV-MA,24 min,"Animation, Action, Adventure",8.8,36550
Spider-Man: Far from Home,(2019),PG-13,129 min,"Action, Adventure, Sci-Fi",7.4,482390
The Ballad of Buster Scruggs,(2018),R,133 min,"Comedy, Drama, Musical",7.3,146391
Madam Secretary,(2014–2019),TV-PG,45 min,"Drama, Thriller",7.7,23203
Willy Wonka & the Chocolate Factory,(1971),G,100 min,"Family, Fantasy, Musical",7.8,200703
Full House,(1987–1995),TV-G,22 min,"Comedy, Drama, Family",6.7,58833
Sweet Magnolias,(2020– ),TV-14,0,"Drama, Romance",7.3,18682
True Story,(III) (2021),TV-MA,260 min,"Crime, Drama, Thriller",7.4,18325
La jefa,(2022),TV-MA,109 min,Drama,4.7,1028
The Vault,(2021),R,118 min,"Action, Adventure, Thriller",6.4,25121
Pieces of a Woman,(2020),R,126 min,Drama,7.0,49524
Nashville,(2012–2018),TV-PG,43 min,"Drama, Music, Romance",7.7,25744
Footloose,(1984),PG,107 min,"Drama, Music, Romance",6.6,80905
Gerald's Game,(2017),TV-MA,103 min,"Drama, Horror, Thriller",6.5,108970
Charlie's Angels,(2019),PG-13,118 min,"Action, Adventure, Comedy",4.9,73202
The Curse of Bridge Hollow,(2022),Unknown,89 min,"Adventure, Comedy, Family",0.0,0
Sense8,(2015–2018),TV-MA,60 min,"Drama, Mystery, Sci-Fi",8.2,153913
Travelers,(2016–2018),TV-MA,45 min,"Drama, Mystery, Sci-Fi",8.0,56239
The Lost Daughter,(2021),R,121 min,Drama,6.7,62800
Miraculous: Tales of Ladybug & Cat Noir,(2015– ),TV-Y7,20 min,"Animation, Action, Adventure",7.6,11332
Texas Chainsaw Massacre,(2022),R,81 min,"Crime, Horror, Thriller",4.8,50801
Senior Year,(2022),R,111 min,Comedy,5.5,36521
"Bastard!! Heavy Metal, Dark Fantasy",(2022– ),TV-MA,25 min,"Animation, Action, Adventure",6.6,1364
Castlevania,(2017–2021),TV-MA,23 min,"Animation, Action, Adventure",8.3,64403
Matilda,(I) (2022),PG,117 min,"Comedy, Drama, Family",0.0,0
Step Brothers,(2008),R,98 min,Comedy,6.9,294349
Castle Rock,(2018–2019),TV-MA,60 min,"Drama, Fantasy, Horror",7.5,45696
Rebel Moon,0,Unknown,0,"Adventure, Drama, Fantasy",0.0,0
The Harder They Fall,(2021),R,139 min,"Action, Drama, Western",6.5,61698
The OA,(2016–2019),TV-MA,60 min,"Drama, Fantasy, Mystery",7.8,104258
Below Her Mouth,(2016),Not Rated,94 min,"Drama, Romance",5.5,12539
Fear Street: Part One - 1994,(2021),R,107 min,"Drama, Horror, Mystery",6.2,79648
Birdman or (The Unexpected Virtue of Ignorance),(2014),R,119 min,"Comedy, Drama",7.7,626026
Beauty and the Beast,(1991),G,84 min,"Animation, Family, Fantasy",8.0,452086
Moonlight,(I) (2016),R,111 min,Drama,7.4,305932
Dirilis: Ertugrul,(2014–2019),TV-14,120 min,"Action, Adventure, Drama",7.9,36678
National Lampoon's Animal House,(1978),R,109 min,Comedy,7.4,121253
Crash Landing on You,(2019–2020),TV-14,70 min,"Adventure, Comedy, Romance",8.7,28088
Archive 81,(2022),TV-MA,60 min,"Drama, Horror, Mystery",7.3,48309
Trailer Park Boys,(2001–2018),TV-MA,30 min,"Comedy, Crime",8.6,43638
Misfits,(2009–2013),TV-MA,60 min,"Comedy, Drama, Fantasy",8.2,101181
Ratched,(2020– ),TV-MA,60 min,"Crime, Drama, History",7.2,55875
GLOW,(2017–2019),TV-MA,35 min,"Comedy, Drama, Sport",8.0,46464
Skyggen i mit øje,(2021),TV-MA,107 min,"Drama, History, War",7.3,10999
The Stranger,(II) (2022),Unknown,117 min,"Crime, Drama, Thriller",7.4,85
Cowboy Bebop,(2021),TV-MA,58 min,"Action, Adventure, Comedy",6.7,39424
Shooter,(2016–2018),TV-14,60 min,"Action, Drama",7.5,36802
Drifting Home,(2022),PG,119 min,"Animation, Adventure, Drama",6.3,725
Keep Breathing,(2022),TV-MA,209 min,"Adventure, Drama, Thriller",5.2,10156
The Bubble,(2022),R,126 min,Comedy,4.7,23324
Bloodline,(2015–2017),TV-MA,60 min,"Drama, Thriller",7.9,52302
Get Smart with Money,(2022),TV-PG,93 min,Documentary,5.6,444
Marriage Story,(2019),R,137 min,"Drama, Romance",7.9,303984
A Series of Unfortunate Events,(2017–2019),TV-PG,50 min,"Adventure, Comedy, Drama",7.8,60640
Hell or High Water,(II) (2016),R,102 min,"Crime, Drama, Thriller",7.6,229943
Dark Desire,(2020–2022),TV-MA,30 min,"Drama, Mystery, Thriller",6.5,7693
The Human Centipede (First Sequence),(2009),R,92 min,Horror,4.4,79417
Ghost,(1990),PG-13,127 min,"Drama, Fantasy, Romance",7.1,216532
Army of the Dead,(2021),R,148 min,"Action, Crime, Horror",5.7,171262
Lawrence of Arabia,(1962),Approved,218 min,"Adventure, Biography, Drama",8.3,292337
The Lost World: Jurassic Park,(1997),PG-13,129 min,"Action, Adventure, Sci-Fi",6.5,416716
Cowboy Bebop,(1998–1999),TV-14,24 min,"Animation, Action, Adventure",8.9,117843
Ocean's Eight,(2018),PG-13,110 min,"Action, Comedy, Crime",6.3,217713
Gods of Egypt,(2016),PG-13,127 min,"Action, Adventure, Fantasy",5.4,117441
Barbarians,(2020– ),TV-MA,280 min,"Action, Adventure, Drama",7.2,24243
The Bold Type,(2017–2021),TV-14,45 min,"Comedy, Drama",7.8,21044
Atypical,(2017–2021),TV-MA,30 min,"Comedy, Drama",8.3,87238
Rosemary's Baby,(1968),Approved,137 min,"Drama, Horror",8.0,215114
3rd Rock from the Sun,(1996–2001),TV-PG,60 min,"Comedy, Family, Sci-Fi",7.8,52455
Mars Attacks!,(1996),PG-13,106 min,"Comedy, Sci-Fi",6.4,227173
Kong: Skull Island,(2017),PG-13,118 min,"Action, Adventure, Fantasy",6.6,317486
There's Something About Mary,(1998),R,119 min,"Comedy, Romance",7.1,311136
Don't Breathe,(2016),R,88 min,"Crime, Horror, Thriller",7.1,272361
Now You See Me,(I) (2013),PG-13,115 min,"Crime, Mystery, Thriller",7.2,654721
One Of Us Is Lying,(2021– ),TV-MA,50 min,"Crime, Drama, Mystery",6.8,8906
Monty Python and the Holy Grail,(1975),PG,91 min,"Adventure, Comedy, Fantasy",8.2,538546
Batman v Superman: Dawn of Justice,(2016),PG-13,152 min,"Action, Adventure, Sci-Fi",6.4,694619
Climax,(I) (2018),R,97 min,"Drama, Horror, Music",6.9,67926
Lupin,(2021– ),TV-MA,45 min,"Action, Crime, Drama",7.5,105218
Entergalactic,(2022– ),Unknown,0,"Animation, Comedy, Music",0.0,0
The Old Guard,(2020),R,125 min,"Action, Thriller",6.6,162921
The Serpent,(2021),TV-MA,458 min,"Crime, Drama, Thriller",7.6,43200
"tick, tick... BOOM!",(2021),PG-13,120 min,"Biography, Drama, Musical",7.5,103537
The Pale Blue Eye,(2022),R,0,"Crime, Horror, Mystery",0.0,0
Alice in Borderland,(2020– ),TV-MA,50 min,"Action, Drama, Mystery",7.6,50974
Gilmore Girls: A Year in the Life,(2016),TV-14,370 min,"Comedy, Drama",7.6,38451
Carter,(I) (2022),TV-MA,132 min,"Action, Thriller",5.1,7595
The Babysitter,(I) (2017),TV-MA,85 min,"Comedy, Horror",6.3,92479
Outlaw King,(2018),R,121 min,"Action, Biography, Drama",6.9,71960
Despicable Me 2,(2013),PG,98 min,"Animation, Adventure, Comedy",7.3,399084
Good Witch,(2015–2021),TV-PG,48 min,"Comedy, Drama, Fantasy",7.3,10753
Extraction,(2020),R,116 min,"Action, Thriller",6.7,200239
Cleveland Abduction,(2015 TV Movie),TV-14,88 min,"Biography, Crime, Drama",6.6,7425
Army of Thieves,(2021),TV-MA,127 min,"Action, Comedy, Crime",6.4,75902
Selling the OC,(2022– ),TV-MA,30 min,Reality-TV,5.5,767
Dawson's Creek,(1998–2003),TV-14,60 min,"Drama, Romance",6.8,41567
12 Strong,(2018),R,130 min,"Action, Drama, History",6.5,81719
Lone Survivor,(2013),R,121 min,"Action, Biography, Drama",7.5,287213
Into the Night,(II) (2020– ),TV-MA,35 min,"Drama, Sci-Fi, Thriller",7.1,32118
Inside Job,(2021– ),TV-MA,30 min,"Animation, Comedy, Fantasy",7.6,17662
Chef's Table: Pizza,(2022– ),TV-MA,45 min,Documentary,7.4,289
Major,(2022),Unknown,150 min,"Action, Biography, Drama",8.2,25431
Bird Box,(2018),R,124 min,"Horror, Mystery, Sci-Fi",6.6,336633
The Fresh Prince of Bel-Air,(1990–1996),TV-PG,22 min,Comedy,7.9,134185
Through My Window,(2022),TV-MA,116 min,"Comedy, Drama, Romance",5.4,10198
The Holiday,(2006),PG-13,136 min,"Comedy, Romance",6.9,284199
Moonrise Kingdom,(2012),PG-13,94 min,"Comedy, Drama, Romance",7.8,348507
He's All That,(2021),TV-14,88 min,"Comedy, Romance",4.4,24843
Superwog,(2017– ),TV-MA,30 min,Comedy,7.4,986
Breakfast at Tiffany's,(1961),Approved,115 min,"Comedy, Drama, Romance",7.6,180040
The Girl in the Spider's Web,(2018),R,115 min,"Action, Crime, Drama",6.1,47930
The Karate Kid,(2010),PG,140 min,"Action, Drama, Family",6.2,183166
Shot Caller,(2017),R,121 min,"Crime, Drama, Thriller",7.3,86482
The Missing,(2014–2016),TV-14,60 min,"Crime, Drama, Mystery",8.2,26870
Moneyball,(2011),PG-13,133 min,"Biography, Drama, Sport",7.6,420330
Clusterf**k: Woodstock '99,(2022),TV-MA,142 min,"Documentary, History, Music",7.4,13986
Stay Close,(2021),TV-MA,375 min,"Crime, Drama, Mystery",6.9,31279
Furious 7,(2015),PG-13,137 min,"Action, Crime, Thriller",7.1,388751
Avatar: The Last Airbender,0,Unknown,0,"Action, Adventure, Comedy",0.0,0
Top Gear,(2002– ),TV-PG,60 min,"Adventure, Comedy, Reality-TV",8.7,118264
Lou,(I) (2022),R,107 min,"Action, Crime, Drama",5.9,880
Lost Ollie,(2022),TV-PG,45 min,"Animation, Adventure, Drama",7.8,1071
Fatal Attraction,(1987),R,119 min,"Drama, Thriller",6.9,86764
Untold: The Girlfriend Who Didn't Exist,(2022),TV-MA,124 min,"Documentary, Biography, Sport",7.2,4962
The Lincoln Lawyer,(2011),R,118 min,"Crime, Drama, Mystery",7.3,238378
Mighty Morphin Power Rangers,(1993–1996),TV-Y7,30 min,"Action, Adventure, Family",6.5,22310
Life of Brian,(1979),R,94 min,Comedy,8.0,397955
Love Is Blind,(2020– ),TV-MA,48 min,"Game-Show, Reality-TV, Romance",6.1,8099
The Pentaverate,(2022),TV-MA,160 min,Comedy,6.1,9498
Doom,(2005),R,105 min,"Action, Horror, Sci-Fi",5.2,113934
Pan,(2015),PG,111 min,"Action, Adventure, Comedy",5.7,64414
Crazy Ex-Girlfriend,(2015–2019),TV-14,42 min,"Comedy, Musical",7.8,20397
A Walk to Remember,(2002),PG,101 min,"Drama, Romance",7.3,211211
Enola Holmes 2,(2022),PG-13,0,"Action, Adventure, Crime",0.0,0
When Calls the Heart,(2014– ),TV-G,43 min,"Drama, History, Romance",7.9,13133
Space Force,(2020–2022),TV-MA,30 min,Comedy,6.7,64540
The Shannara Chronicles,(2016–2017),TV-14,42 min,"Adventure, Drama, Fantasy",7.1,60428
Lucy,(I) (2014),R,89 min,"Action, Sci-Fi, Thriller",6.4,493047
Midnight in Paris,(2011),PG-13,94 min,"Comedy, Fantasy, Romance",7.7,422213
Contagion,(2011),PG-13,106 min,"Drama, Thriller",6.8,303276
Project X,(2012),R,88 min,Comedy,6.6,210083
Cars 3,(2017),G,102 min,"Animation, Adventure, Comedy",6.7,99256
The Alienist,(2018–2020),TV-MA,60 min,"Crime, Drama, Mystery",7.7,54039
Pokémon,(1997– ),TV-Y7,24 min,"Animation, Action, Adventure",7.5,42922
Wentworth,(2013–2021),TV-MA,45 min,"Crime, Drama, Thriller",8.6,22295
Knocked Up,(2007),R,129 min,"Comedy, Romance",6.9,369484
I Think You Should Leave with Tim Robinson,(2019– ),TV-MA,16 min,Comedy,7.9,12743
Ivy & Bean,(2022),TV-G,56 min,"Action, Comedy, Family",5.9,176
The Fall of the House of Usher,0,Unknown,0,"Drama, Horror",0.0,0
Robin Hood,(2018),PG-13,116 min,"Action, Adventure, Drama",5.3,73741
Return to Sender,(I) (2015),Not Rated,92 min,"Drama, Thriller",5.1,13648
Kingdom,(2019– ),TV-MA,45 min,"Action, Drama, Horror",8.3,45888
Windfall,(2022),R,92 min,"Crime, Drama, Thriller",5.7,22612
Hell on Wheels,(2011–2016),TV-14,42 min,"Drama, Western",8.3,52166
Henry Danger,(2014–2020),TV-G,30 min,"Action, Comedy, Family",5.6,5633
Love and Monsters,(I) (2020),PG-13,109 min,"Action, Adventure, Comedy",6.9,126227
Disenchantment,(2018– ),TV-MA,30 min,"Animation, Action, Adventure",7.2,61178
Princess Mononoke,(1997),PG-13,134 min,"Animation, Action, Adventure",8.4,390689
The Legend of Korra,(2012–2014),TV-PG,23 min,"Animation, Action, Adventure",8.4,120855
The Call,(2020),TV-MA,112 min,"Crime, Horror, Mystery",7.1,32424
Atomic Blonde,(2017),R,115 min,"Action, Thriller",6.7,193383
Fear Street: Part Two - 1978,(2021),R,109 min,"Drama, Horror, Mystery",6.7,62722
Copenhagen Cowboy,(2022– ),Unknown,0,"Crime, Drama",8.5,37
The Expendables 2,(2012),R,103 min,"Action, Adventure, Thriller",6.6,307174
Indian Predator: The Diary of a Serial Killer,(2022),Unknown,123 min,"Documentary, Crime, History",6.7,1077
The Ritual,(I) (2017),TV-MA,94 min,"Horror, Mystery, Thriller",6.3,99253
When They See Us,(2019),TV-MA,296 min,"Biography, Crime, Drama",8.9,119339
Sicario: Day of the Soldado,(2018),R,122 min,"Action, Adventure, Crime",7.1,147136
The Real Housewives of Beverly Hills,(2010– ),TV-14,44 min,Reality-TV,5.2,6393
The Emperor's New Groove,(2000),G,78 min,"Animation, Adventure, Comedy",7.4,203092
The Hitman's Bodyguard,(2017),R,118 min,"Action, Comedy, Crime",6.9,230164
Monster Hunter,(I) (2020),PG-13,103 min,"Action, Adventure, Fantasy",5.2,58347
Between,(2015–2016),TV-14,60 min,"Drama, Mystery, Sci-Fi",5.9,9252
The Amazing World of Gumball,(2011–2019),TV-Y7-FV,11 min,"Animation, Short, Adventure",8.3,31652
One Piece,0,TV-14,0,"Action, Adventure, Comedy",0.0,0
Geostorm,(2017),PG-13,109 min,"Action, Sci-Fi, Thriller",5.3,108072
Metal Lords,(2022),R,97 min,"Comedy, Music",6.7,26266
Robin Hood: Prince of Thieves,(1991),PG-13,143 min,"Action, Adventure, Drama",6.9,193725
Darlings,(I) (2022),TV-14,133 min,"Comedy, Drama, Thriller",6.6,16317
Steven Universe,(2013–2020),TV-PG,11 min,"Animation, Action, Adventure",8.2,33505
Hairspray,(2007),PG,117 min,"Comedy, Drama, Musical",6.7,130694
Escape Room,(I) (2019),PG-13,99 min,"Action, Adventure, Horror",6.4,121675
"Extremely Wicked, Shockingly Evil and Vile",(2019),R,110 min,"Biography, Crime, Drama",6.7,93449
Sweet Tooth,(2021– ),TV-14,0,"Action, Adventure, Drama",7.8,51170
Into the Badlands,(2015–2019),TV-14,42 min,"Action, Adventure, Drama",7.9,46547
Spartacus: Gods of the Arena,(2011),TV-MA,331 min,"Action, Adventure, Biography",8.5,137339
Newness,(2017),Unrated,117 min,"Drama, Romance",6.3,16901
Santa Clarita Diet,(2017–2019),TV-MA,30 min,"Comedy, Horror",7.8,67529
Maestro,(VII),Unknown,0,"Biography, Drama, Music",0.0,0
Man vs. Bee,(2022– ),TV-PG,0,"Short, Comedy, Family",6.7,26558
Things Heard & Seen,(2021),TV-MA,121 min,"Drama, Horror, Mystery",5.3,31421
Guillermo del Toro's Cabinet of Curiosities,(2022– ),Unknown,0,"Drama, Horror, Mystery",0.0,0
Timeless,(2016–2018),TV-14,60 min,"Action, Adventure, Drama",7.6,42921
Girl in the Picture,(2022),TV-MA,101 min,"Documentary, Crime, Mystery",7.2,16008
Hush,(I) (2016),R,82 min,"Horror, Thriller",6.6,132650
Neon Genesis Evangelion,(1995–1996),TV-MA,24 min,"Animation, Action, Drama",8.5,68559
Waterworld,(1995),PG-13,177 min,"Action, Adventure, Sci-Fi",6.2,196460
The Cuphead Show!,(2022– ),TV-Y7,12 min,"Animation, Short, Action",7.4,7414
A Perfect Pairing,(2022),TV-14,101 min,"Comedy, Romance",6.1,11632
Kill Bill: Vol. 2,(2004),R,137 min,"Action, Crime, Thriller",8.0,749653
Rampage,(2018),PG-13,107 min,"Action, Adventure, Sci-Fi",6.1,167170
Contact,(1997),PG,150 min,"Drama, Mystery, Sci-Fi",7.5,274308
The Woman in the Window,(2021),R,100 min,"Crime, Drama, Mystery",5.7,74469
Copshop,(2021),R,107 min,"Action, Thriller",6.2,30767
In the Heart of the Sea,(2015),PG-13,122 min,"Action, Adventure, Biography",6.9,139010
The Starling,(2021),PG-13,102 min,"Comedy, Drama",6.3,13097
Between Two Ferns: The Movie,(2019),TV-MA,82 min,Comedy,6.1,32734
Aftermath,(IV) (2021),TV-MA,114 min,"Drama, Horror, Mystery",5.3,16046
White House Down,(2013),PG-13,131 min,"Action, Drama, Thriller",6.3,221953
The Dirt,(2019),TV-MA,107 min,"Biography, Comedy, Drama",6.9,49568
The Post,(2017),PG-13,116 min,"Biography, Drama, History",7.2,150823
Luke Cage,(2016–2018),TV-MA,55 min,"Action, Crime, Drama",7.3,130409
Firefly Lane,(2021– ),TV-MA,0,"Drama, Romance",7.4,21296
Vincenzo,(2021– ),Not Rated,80 min,"Action, Comedy, Crime",8.4,17647
Pera Palas'ta Gece Yarisi,(2022– ),TV-14,45 min,"Drama, History, Mystery",7.1,7982
I Care a Lot,(2020),R,118 min,"Comedy, Crime, Drama",6.3,131838
To Kill a Mockingbird,(1962),Approved,129 min,"Crime, Drama",8.3,315380
Unbreakable Kimmy Schmidt,(2015–2019),TV-14,30 min,Comedy,7.6,72009
Munich: The Edge of War,(2021),PG-13,130 min,"Biography, Drama, History",6.8,29870
Kim's Convenience,(2016–2021),TV-14,22 min,Comedy,8.2,18672
The Chestnut Man,(2021– ),TV-MA,50 min,"Crime, Drama, Mystery",7.7,44386
Security,(I) (2017),R,88 min,"Action, Crime, Thriller",5.7,19286
Lilo & Stitch,(2002),PG,85 min,"Animation, Adventure, Comedy",7.3,190010
Perfect Blue,(1997),R,81 min,"Animation, Crime, Drama",8.0,75641
The Boondocks,(2005–2014),TV-MA,22 min,"Animation, Action, Comedy",8.5,30847
The Firm,(1993),R,154 min,"Drama, Mystery, Thriller",6.8,135029
Another Self,(2022– ),TV-MA,50 min,"Drama, Romance",6.3,3124
Mob Psycho 100,(2016– ),TV-14,24 min,"Animation, Action, Comedy",8.6,30081
The Invisible Guest,(2016),TV-MA,106 min,"Crime, Drama, Mystery",8.0,174610
Glitch,(2015–2019),TV-MA,45 min,"Drama, Horror, Sci-Fi",7.2,18276
Night Teeth,(2021),TV-14,107 min,"Action, Crime, Drama",5.6,18285
Jurassic Park III,(2001),PG-13,92 min,"Action, Adventure, Sci-Fi",5.9,321937
Bad Teacher,(2011),R,92 min,"Comedy, Romance",5.6,203437
The Snowman,(2017),R,119 min,"Crime, Drama, Thriller",5.1,64629
Fuller House,(2016–2020),TV-G,30 min,"Comedy, Family",6.7,27643
The Kissing Booth,(2018),TV-14,105 min,"Comedy, Romance",5.9,83980
No One Gets Out Alive,(2021),R,87 min,"Drama, Horror, Mystery",5.3,15996
Ludik,(2022– ),TV-MA,60 min,"Crime, Drama",5.4,412
Conan the Barbarian,(2011),R,113 min,"Action, Adventure, Fantasy",5.1,99364
Troll,(2022),Unknown,0,"Action, Adventure, Fantasy",0.0,0
The Weekend Away,(2022),TV-14,89 min,"Crime, Drama, Mystery",5.6,23932
1922,(2017),TV-MA,102 min,"Crime, Drama, Horror",6.2,63582
A Jazzman's Blues,(2022),R,127 min,Drama,6.0,189
Ash vs Evil Dead,(2015–2018),TV-MA,30 min,"Action, Comedy, Fantasy",8.4,73097
The Fate of the Furious,(2017),PG-13,136 min,"Action, Crime, Thriller",6.6,231142
Warrior Nun,(2020– ),TV-MA,0,"Action, Drama, Fantasy",6.9,31190
Kingdom,(2014–2017),TV-MA,43 min,"Drama, Sport",8.5,18196
Versailles,(2015–2018),TV-MA,52 min,"Biography, Drama, History",7.9,16726
Code Geass,(2006–2008),TV-14,24 min,"Animation, Action, Drama",8.7,67510
My Neighbor Totoro,(1988),G,86 min,"Animation, Comedy, Family",8.1,335557
Green Room,(2015),R,95 min,"Crime, Drama, Horror",7.0,123286
The Last Dance,(2020),TV-MA,491 min,"Documentary, Biography, History",9.1,119768
